id,client_id,client_name,artisan_id,artisan_name,service_type,description,city,price,rating,latitude,longitude,created_at,updated_at,commune
3377,CL-0922,User_0922,3809,Siham_3809,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,4280,3.4,36.7082508,6.7042844,2026-11-08 13:23:18,2026-11-09 13:23:18,Sidi Mezghiche
3378,CL-1546,User_1546,142,Anouar_142,Électricien,Installation et maintenance électrique.,Skikda,9326,4.9,36.687176,6.9771347,2026-07-14 13:56:46,2026-07-28 13:56:46,El Ghedir
3379,CL-0399,User_0399,3439,Selma_3439,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,12768,4.0,37.0090418,6.2844786,2026-04-14 15:02:44,2026-04-22 15:02:44,Kheneg Mayoum
3380,CL-0742,User_0742,4617,Adem_4617,Charpentier,Travaux de charpente et structure.,Skikda,12128,3.8,37.0017763,6.5133033,2026-12-27 21:29:25,2026-12-31 18:00:00,Cheraïa
3381,CL-1427,User_1427,165,Brahim_165,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,9436,3.0,36.8252292,6.8890251,2026-05-30 10:52:26,2026-06-01 10:52:26,El Hadaiek
3382,CL-1344,User_1344,954,Majda_954,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,5628,3.5,36.9304439,6.5842202,2026-07-24 23:09:21,2026-08-09 23:09:21,Kerkera
3383,CL-1764,User_1764,3285,Fouad_3285,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,10530,3.6,36.6939025,7.3105409,2026-12-01 22:51:58,2026-12-28 22:51:58,Bekkouche Lakhdar
3384,CL-1967,User_1967,2919,Karim_2919,Maçon,Travaux de maçonnerie générale.,Skikda,12702,3.2,37.0065806,6.5690345,2026-06-18 02:07:32,2026-07-01 02:07:32,Collo
3385,CL-1924,User_1924,4678,Nadia_4678,Fabrication de parfums,Création artisanale de parfums.,Skikda,11910,4.4,36.7003588,6.5076167,2026-02-12 10:55:11,2026-02-14 10:55:11,Oum Toub
3386,CL-0315,User_0315,4967,Kahina_4967,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,11067,4.4,36.6514052,6.8360907,2026-07-21 22:28:46,2026-08-08 22:28:46,El Harrouch
3387,CL-1473,User_1473,37,Djamila_37,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,10977,3.1,37.0310788,7.2566883,2026-05-04 03:45:48,2026-06-03 03:45:48,El Marsa
3388,CL-0696,User_0696,3065,Rima_3065,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,10478,4.1,36.8168179,6.780452,2026-12-01 20:42:34,2026-12-25 20:42:34,Bouchtata
3389,CL-1570,User_1570,4782,Anis_4782,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,9652,3.3,37.0017763,6.5133033,2026-10-21 07:13:41,2026-10-28 07:13:41,Cheraïa
3390,CL-0931,User_0931,581,Hocine_581,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,11623,4.6,36.7003588,6.5076167,2026-11-03 01:50:02,2026-11-13 01:50:02,Oum Toub
3391,CL-0154,User_0154,968,Karim_968,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,2696,4.8,36.687176,6.9771347,2026-01-23 23:24:01,2026-02-03 23:24:01,El Ghedir
3392,CL-0826,User_0826,585,Adel_585,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,14509,4.2,36.9097648,6.3403579,2026-08-23 16:15:47,2026-09-09 16:15:47,Oued Zehour
3393,CL-1775,User_1775,899,Warda_899,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,12375,4.1,36.6195945,7.0645888,2026-07-15 12:02:29,2026-07-26 12:02:29,Es Sebt
3394,CL-0331,User_0331,4406,Sami_4406,Chauffagiste,Installation et entretien de chauffage.,Skikda,2849,3.8,36.5864148,6.9120702,2026-11-24 04:58:20,2026-12-08 04:58:20,Zerdaza
3395,CL-1828,User_1828,1569,Youssef_1569,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,8042,3.9,36.9124122,6.4762934,2026-07-27 21:11:49,2026-08-02 21:11:49,Beni Zid
3396,CL-1853,User_1853,3226,Badr_3226,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,13711,3.5,36.5864148,6.9120702,2026-03-31 16:01:38,2026-04-14 16:01:38,Zerdaza
3397,CL-0857,User_0857,1407,Dalila_1407,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,10582,3.7,36.9888886,6.4592299,2026-09-01 08:39:25,2026-09-25 08:39:25,Zitouna
3398,CL-1322,User_1322,575,Chiraz_575,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,7443,3.7,36.8013181,6.461086944444444,2026-10-04 11:37:50,2026-11-03 11:37:50,Aïn Kechra
3399,CL-0642,User_0642,2608,Nadia_2608,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,3841,3.1,36.5864148,6.9120702,2026-05-02 12:23:03,2026-05-12 12:23:03,Zerdaza
3400,CL-0600,User_0600,3390,Amar_3390,Maçon,Travaux de maçonnerie générale.,Skikda,7697,4.5,36.9888886,6.4592299,2026-01-12 13:35:57,2026-02-05 13:35:57,Zitouna
3401,CL-0624,User_0624,3016,Meriem_3016,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,2589,4.9,36.8801317,6.9077363,2026-11-02 17:19:28,2026-11-15 17:19:28,Skikda
3402,CL-0833,User_0833,395,Hana_395,Fabrication de parfums,Création artisanale de parfums.,Skikda,4076,3.4,36.9949643,6.3424894,2026-07-11 08:12:24,2026-07-31 08:12:24,Ouled Attia
3403,CL-0632,User_0632,2341,Nabil_2341,Antenniste,Installation et réglage d'antennes.,Skikda,12196,3.6,37.0017763,6.5133033,2026-09-15 16:26:47,2026-09-20 16:26:47,Cheraïa
3404,CL-1888,User_1888,156,Salah_156,Charpentier,Travaux de charpente et structure.,Skikda,13362,4.7,36.8361791,6.6427952,2026-08-13 16:01:26,2026-08-29 16:01:26,Tamalous
3405,CL-1007,User_1007,1127,Karim_1127,Ébéniste,Création et restauration de meubles.,Skikda,11201,4.5,36.8013181,6.461086944444444,2026-11-16 12:13:52,2026-12-16 12:13:52,Aïn Kechra
3406,CL-1859,User_1859,3741,Karim_3741,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,12513,4.6,36.7331778,7.2219657,2026-05-27 02:38:23,2026-06-18 02:38:23,Aïn Charchar
3407,CL-0779,User_0779,3808,Yousra_3808,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,4576,4.1,36.7051396,6.8043312,2026-08-15 19:59:34,2026-08-15 19:59:34,Emdjez Edchich
3408,CL-0320,User_0320,1804,Reda_1804,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,8965,4.5,36.6043041,6.7323529,2026-04-28 06:46:48,2026-05-28 06:46:48,Aïn Bouziane
3409,CL-1625,User_1625,285,Farouk_285,Antenniste,Installation et réglage d'antennes.,Skikda,8186,4.6,36.7003588,6.5076167,2026-11-04 12:49:54,2026-12-01 12:49:54,Oum Toub
3410,CL-1932,User_1932,3029,Farid_3029,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,3178,4.2,36.9124122,6.4762934,2026-12-15 02:56:55,2026-12-20 02:56:55,Beni Zid
3411,CL-0283,User_0283,2616,Yasmine_2616,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,8042,3.7,37.0310788,7.2566883,2026-12-05 02:30:54,2026-12-07 02:30:54,El Marsa
3412,CL-1900,User_1900,933,Hichem_933,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,6002,4.6,36.8013181,6.461086944444444,2026-11-29 21:55:21,2026-12-06 21:55:21,Aïn Kechra
3413,CL-1678,User_1678,269,Salim_269,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,2063,4.2,36.7331778,7.2219657,2026-01-31 19:13:39,2026-02-07 19:13:39,Aïn Charchar
3414,CL-1911,User_1911,913,Mounia_913,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,8195,4.0,36.687176,6.9771347,2026-12-05 22:36:35,2026-12-30 22:36:35,El Ghedir
3415,CL-1499,User_1499,322,Sofia_322,Fabrication de parfums,Création artisanale de parfums.,Skikda,8120,4.4,36.8003477,6.9805739,2026-03-22 00:22:54,2026-04-15 00:22:54,Beni Bechir
3416,CL-0850,User_0850,2109,Nadia_2109,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,4255,4.5,36.8252292,6.8890251,2026-01-09 08:22:16,2026-01-20 08:22:16,El Hadaiek
3417,CL-1952,User_1952,4987,Aymen_4987,Chauffagiste,Installation et entretien de chauffage.,Skikda,5107,3.6,36.7388133,7.1062378,2026-01-03 08:02:37,2026-01-24 08:02:37,Azzaba
3418,CL-0133,User_0133,4089,Chiraz_4089,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,8126,4.2,36.7388133,7.1062378,2026-06-14 02:38:06,2026-06-24 02:38:06,Azzaba
3419,CL-1948,User_1948,2826,Sofia_2826,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,4083,3.4,36.4916761,6.939741,2026-05-08 09:39:25,2026-05-31 09:39:25,Ouled Hbaba
3420,CL-0433,User_0433,1755,Zaki_1755,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,5590,3.4,36.5864148,6.9120702,2026-04-10 08:13:46,2026-05-09 08:13:46,Zerdaza
3421,CL-0308,User_0308,498,Zaki_498,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,9445,4.6,36.6514052,6.8360907,2026-11-21 05:03:00,2026-11-29 05:03:00,El Harrouch
3422,CL-1151,User_1151,2586,Hocine_2586,Charpentier,Travaux de charpente et structure.,Skikda,2179,3.4,36.8361791,6.6427952,2026-08-02 14:29:54,2026-08-23 14:29:54,Tamalous
3423,CL-0680,User_0680,3851,Bilal_3851,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,13329,3.4,36.7792138,7.1724216,2026-07-13 09:19:51,2026-07-17 09:19:51,Djendel Saadi Mohamed
3424,CL-0058,User_0058,1930,Asma_1930,Organisation d'événements,Planification et gestion d'événements.,Skikda,11777,4.5,36.8013181,6.461086944444444,2026-02-14 05:53:08,2026-02-22 05:53:08,Aïn Kechra
3425,CL-0329,User_0329,2370,Fouad_2370,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,2477,3.8,36.6043041,6.7323529,2026-03-04 05:48:46,2026-04-02 05:48:46,Aïn Bouziane
3426,CL-1447,User_1447,654,Samira_654,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,14285,4.9,36.6195945,7.0645888,2026-10-26 14:29:13,2026-11-15 14:29:13,Es Sebt
3427,CL-0501,User_0501,3167,Samia_3167,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,6278,4.1,36.9124122,6.4762934,2026-03-16 11:10:57,2026-04-07 11:10:57,Beni Zid
3428,CL-1991,User_1991,1322,Ryad_1322,Maçon,Travaux de maçonnerie générale.,Skikda,4047,4.3,36.5864148,6.9120702,2026-06-18 19:29:13,2026-06-22 19:29:13,Zerdaza
3429,CL-0116,User_0116,4930,Fares_4930,Plombier,Réparation et installation de plomberie.,Skikda,5084,3.7,36.9097648,6.3403579,2026-10-12 13:00:52,2026-10-31 13:00:52,Oued Zehour
3430,CL-1906,User_1906,2858,Selma_2858,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,2980,3.6,36.7331778,7.2219657,2026-10-21 21:07:09,2026-11-11 21:07:09,Aïn Charchar
3431,CL-0586,User_0586,1129,Lila_1129,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,6609,4.1,36.6043041,6.7323529,2026-09-02 23:52:33,2026-09-14 23:52:33,Aïn Bouziane
3432,CL-0749,User_0749,2675,Racha_2675,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,5318,3.8,36.5864148,6.9120702,2026-11-30 02:09:42,2026-12-23 02:09:42,Zerdaza
3433,CL-0924,User_0924,3948,Wassim_3948,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,11518,4.0,37.0470382,6.4205306,2026-06-24 12:17:16,2026-07-06 12:17:16,Kanoua
3434,CL-1261,User_1261,4867,Wassim_4867,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,6940,4.4,36.4916761,6.939741,2026-02-03 09:19:37,2026-02-11 09:19:37,Ouled Hbaba
3435,CL-0482,User_0482,4219,Hakim_4219,Antenniste,Installation et réglage d'antennes.,Skikda,13140,4.1,36.8003477,6.9805739,2026-01-15 14:41:30,2026-02-11 14:41:30,Beni Bechir
3436,CL-1696,User_1696,4516,Omar_4516,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,8431,3.0,36.8013181,6.461086944444444,2026-04-24 03:51:57,2026-05-19 03:51:57,Aïn Kechra
3437,CL-1504,User_1504,2117,Nour_2117,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,6028,4.1,36.8600024,7.2917539,2026-07-09 19:48:57,2026-07-26 19:48:57,Ben Azzouz
3438,CL-0468,User_0468,3123,Walid_3123,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,6558,3.1,36.9124122,6.4762934,2026-07-08 18:27:34,2026-07-23 18:27:34,Beni Zid
3439,CL-0253,User_0253,2190,Mounia_2190,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,6888,3.2,36.8003477,6.9805739,2026-07-08 11:31:10,2026-08-07 11:31:10,Beni Bechir
3440,CL-0314,User_0314,4651,Majda_4651,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,7288,4.5,37.0470382,6.4205306,2026-09-24 03:55:46,2026-10-23 03:55:46,Kanoua
3441,CL-0908,User_0908,3478,Nabil_3478,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,13326,3.1,36.6514052,6.8360907,2026-08-12 18:18:56,2026-09-04 18:18:56,El Harrouch
3442,CL-0937,User_0937,1752,Yacine_1752,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,14747,3.2,36.6195945,7.0645888,2026-03-05 19:58:48,2026-03-15 19:58:48,Es Sebt
3443,CL-1118,User_1118,374,Rima_374,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,12126,3.6,36.5864148,6.9120702,2026-09-26 01:26:31,2026-10-21 01:26:31,Zerdaza
3444,CL-0598,User_0598,2221,Farid_2221,Chauffagiste,Installation et entretien de chauffage.,Skikda,13228,3.4,36.8976496,7.0548176,2026-09-01 05:58:54,2026-09-30 05:58:54,Filfila
3445,CL-1153,User_1153,2402,Zinedine_2402,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,9666,4.8,36.7003588,6.5076167,2026-04-16 11:35:24,2026-04-16 11:35:24,Oum Toub
3446,CL-1689,User_1689,4377,Anis_4377,Antenniste,Installation et réglage d'antennes.,Skikda,12413,3.9,36.9949643,6.3424894,2026-11-21 07:50:15,2026-12-18 07:50:15,Ouled Attia
3447,CL-0040,User_0040,4749,Wissal_4749,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,10694,3.2,36.8081951,6.5668371,2026-10-12 01:26:22,2026-11-03 01:26:22,Bin El Ouiden
3448,CL-1865,User_1865,4020,Adel_4020,Antenniste,Installation et réglage d'antennes.,Skikda,14782,4.8,36.7792138,7.1724216,2026-09-19 20:46:58,2026-10-02 20:46:58,Djendel Saadi Mohamed
3449,CL-0123,User_0123,4872,Reda_4872,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,7076,4.6,36.6514052,6.8360907,2026-05-20 08:58:56,2026-06-18 08:58:56,El Harrouch
3450,CL-0116,User_0116,724,Houda_724,Coiffure à Domicile,Coiffure à domicile.,Skikda,11767,4.4,36.8801317,6.9077363,2026-01-04 10:52:29,2026-01-18 10:52:29,Skikda
3451,CL-1620,User_1620,1990,Selma_1990,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,10982,5.0,36.4916761,6.939741,2026-02-15 00:53:43,2026-03-09 00:53:43,Ouled Hbaba
3452,CL-0179,User_0179,4751,Ferial_4751,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,4569,3.1,36.8003477,6.9805739,2026-12-13 04:49:25,2026-12-22 04:49:25,Beni Bechir
3453,CL-1608,User_1608,713,Hana_713,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,3483,4.9,36.7051396,6.8043312,2026-01-03 15:13:54,2026-01-04 15:13:54,Emdjez Edchich
3454,CL-0715,User_0715,1972,Adel_1972,Carreleur,Pose et réparation de carrelage.,Skikda,11996,4.5,36.8168179,6.780452,2026-11-13 22:11:06,2026-12-12 22:11:06,Bouchtata
3455,CL-0665,User_0665,3873,Yacine_3873,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,3425,4.0,36.8976496,7.0548176,2026-09-08 08:12:36,2026-09-29 08:12:36,Filfila
3456,CL-0333,User_0333,366,Chahinez_366,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,11074,4.9,36.4916761,6.939741,2026-01-15 06:46:46,2026-01-19 06:46:46,Ouled Hbaba
3457,CL-0486,User_0486,1481,Salah_1481,Maçon,Travaux de maçonnerie générale.,Skikda,12688,3.9,36.8361791,6.6427952,2026-05-21 12:12:36,2026-06-03 12:12:36,Tamalous
3458,CL-0830,User_0830,3433,Younes_3433,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,9135,4.3,36.8976496,7.0548176,2026-05-05 22:46:38,2026-05-26 22:46:38,Filfila
3459,CL-1529,User_1529,865,Fatima_865,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,4077,4.4,36.8600024,7.2917539,2026-04-21 12:37:44,2026-04-26 12:37:44,Ben Azzouz
3460,CL-0996,User_0996,1306,Tahar_1306,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,12898,4.6,36.6195945,7.0645888,2026-05-19 02:40:44,2026-05-31 02:40:44,Es Sebt
3461,CL-1715,User_1715,209,Rim_209,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,13471,3.6,36.9124122,6.4762934,2026-01-29 14:46:53,2026-02-03 14:46:53,Beni Zid
3462,CL-0964,User_0964,2004,Yasmine_2004,Coiffure à Domicile,Coiffure à domicile.,Skikda,5911,3.5,36.8168179,6.780452,2026-08-26 18:19:13,2026-09-18 18:19:13,Bouchtata
3463,CL-1052,User_1052,4473,Ryad_4473,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,13597,3.9,36.8361791,6.6427952,2026-06-13 04:12:49,2026-06-22 04:12:49,Tamalous
3464,CL-0001,User_0001,1960,Sarah_1960,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,14058,3.9,36.8081951,6.5668371,2026-05-28 21:46:18,2026-06-05 21:46:18,Bin El Ouiden
3465,CL-1005,User_1005,4543,Reda_4543,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,12185,4.3,36.9304439,6.5842202,2026-01-07 21:41:22,2026-01-18 21:41:22,Kerkera
3466,CL-1641,User_1641,753,Noureddine_753,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,13719,3.1,36.9097648,6.3403579,2026-08-24 18:31:32,2026-09-19 18:31:32,Oued Zehour
3467,CL-1294,User_1294,4010,Anouar_4010,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,3111,3.4,36.9304439,6.5842202,2026-12-19 10:16:21,2026-12-19 10:16:21,Kerkera
3468,CL-0843,User_0843,4742,Mustapha_4742,Ébéniste,Création et restauration de meubles.,Skikda,3354,4.8,37.0470382,6.4205306,2026-12-24 22:40:08,2026-12-31 18:00:00,Kanoua
3469,CL-1080,User_1080,4840,Dalila_4840,Fabrication de parfums,Création artisanale de parfums.,Skikda,12595,5.0,36.7051396,6.8043312,2026-02-25 05:44:31,2026-03-10 05:44:31,Emdjez Edchich
3470,CL-1521,User_1521,2861,Farouk_2861,Carreleur,Pose et réparation de carrelage.,Skikda,2275,3.5,36.6439118,6.6281274,2026-04-07 01:08:11,2026-05-03 01:08:11,Beni Oulbane
3471,CL-0548,User_0548,300,Chiraz_300,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,13988,4.0,36.7331778,7.2219657,2026-04-22 23:53:51,2026-05-07 23:53:51,Aïn Charchar
3472,CL-0210,User_0210,898,Chiraz_898,Organisation d'événements,Planification et gestion d'événements.,Skikda,9404,3.5,36.6043041,6.7323529,2026-08-04 18:18:59,2026-08-31 18:18:59,Aïn Bouziane
3473,CL-1527,User_1527,332,Sami_332,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,4276,3.6,36.7044252,6.8563693,2026-03-08 02:18:10,2026-04-05 02:18:10,Salah Bouchaour
3474,CL-1374,User_1374,3418,Ferial_3418,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,12268,3.3,36.8168179,6.780452,2026-03-16 04:41:24,2026-04-09 04:41:24,Bouchtata
3475,CL-1890,User_1890,2694,Nassim_2694,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,11020,3.1,37.0470382,6.4205306,2026-02-19 14:25:03,2026-02-25 14:25:03,Kanoua
3476,CL-1284,User_1284,2282,Yasmine_2282,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,13144,4.3,36.9124122,6.4762934,2026-12-06 22:54:18,2026-12-21 22:54:18,Beni Zid
3477,CL-0120,User_0120,3477,Bilal_3477,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,14749,4.3,36.6939025,7.3105409,2026-11-08 02:49:59,2026-11-29 02:49:59,Bekkouche Lakhdar
3478,CL-1106,User_1106,3897,Farouk_3897,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,12515,5.0,36.8200545,6.3880209,2026-06-25 09:32:28,2026-06-25 09:32:28,Ouldja Boulballout
3479,CL-0549,User_0549,429,Khaled_429,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,14259,3.7,36.9888886,6.4592299,2026-01-13 07:40:51,2026-02-03 07:40:51,Zitouna
3480,CL-0102,User_0102,2985,Nabil_2985,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,9882,4.5,36.687176,6.9771347,2026-03-13 16:40:19,2026-04-02 16:40:19,El Ghedir
3481,CL-1251,User_1251,2364,Badr_2364,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,6639,3.9,36.9304439,6.5842202,2026-06-28 23:45:09,2026-07-26 23:45:09,Kerkera
3482,CL-0022,User_0022,2259,Zohra_2259,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,10652,4.9,36.8976496,7.0548176,2026-05-27 17:03:46,2026-06-13 17:03:46,Filfila
3483,CL-0119,User_0119,3909,Adem_3909,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,10345,4.0,36.4916761,6.939741,2026-04-10 06:19:09,2026-05-04 06:19:09,Ouled Hbaba
3484,CL-0367,User_0367,4760,Mounia_4760,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,8802,4.9,36.4916761,6.939741,2026-09-14 03:23:24,2026-09-28 03:23:24,Ouled Hbaba
3485,CL-0124,User_0124,4620,Chahinez_4620,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,6129,3.5,36.687176,6.9771347,2026-02-17 04:55:31,2026-03-07 04:55:31,El Ghedir
3486,CL-0709,User_0709,3124,Adem_3124,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,1812,3.3,37.0065806,6.5690345,2026-03-09 11:27:35,2026-03-14 11:27:35,Collo
3487,CL-1505,User_1505,2615,Dalila_2615,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,6107,3.3,36.7003588,6.5076167,2026-06-08 07:55:29,2026-06-09 07:55:29,Oum Toub
3488,CL-0671,User_0671,4607,Fares_4607,Charpentier,Travaux de charpente et structure.,Skikda,14109,3.0,36.5864148,6.9120702,2026-03-26 13:04:47,2026-04-24 13:04:47,Zerdaza
3489,CL-1300,User_1300,1377,Amal_1377,Organisation d'événements,Planification et gestion d'événements.,Skikda,6242,4.4,36.9097648,6.3403579,2026-12-18 07:16:36,2026-12-31 18:00:00,Oued Zehour
3490,CL-1573,User_1573,4098,Amine_4098,Charpentier,Travaux de charpente et structure.,Skikda,7622,4.2,36.687176,6.9771347,2026-06-09 23:35:11,2026-06-19 23:35:11,El Ghedir
3491,CL-0953,User_0953,1249,Samia_1249,Fabrication de parfums,Création artisanale de parfums.,Skikda,10994,3.0,36.687176,6.9771347,2026-12-08 19:50:16,2026-12-09 19:50:16,El Ghedir
3492,CL-1895,User_1895,2464,Adel_2464,Carreleur,Pose et réparation de carrelage.,Skikda,5261,4.3,36.8168179,6.780452,2026-07-06 20:00:51,2026-07-09 20:00:51,Bouchtata
3493,CL-1141,User_1141,1060,Chafik_1060,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,2397,4.7,36.9097648,6.3403579,2026-12-13 18:52:50,2026-12-20 18:52:50,Oued Zehour
3494,CL-1705,User_1705,1458,Walid_1458,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,6837,3.7,37.0090418,6.2844786,2026-09-29 06:57:29,2026-10-20 06:57:29,Kheneg Mayoum
3495,CL-0011,User_0011,747,Amal_747,Coiffure à Domicile,Coiffure à domicile.,Skikda,5753,3.4,37.0017763,6.5133033,2026-06-12 19:16:46,2026-06-15 19:16:46,Cheraïa
3496,CL-0568,User_0568,147,Lina_147,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,1671,4.2,36.6043041,6.7323529,2026-04-15 16:02:00,2026-05-01 16:02:00,Aïn Bouziane
3497,CL-0654,User_0654,4842,Lina_4842,Organisation d'événements,Planification et gestion d'événements.,Skikda,8371,4.5,36.8200545,6.3880209,2026-11-07 22:09:39,2026-11-13 22:09:39,Ouldja Boulballout
3498,CL-1436,User_1436,3283,Badr_3283,Ébéniste,Création et restauration de meubles.,Skikda,12138,3.9,36.9304439,6.5842202,2026-06-30 13:50:31,2026-07-05 13:50:31,Kerkera
3499,CL-0719,User_0719,2112,Youssef_2112,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,6529,4.6,36.7082508,6.7042844,2026-05-15 11:58:48,2026-06-13 11:58:48,Sidi Mezghiche
3500,CL-0506,User_0506,351,Anis_351,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,2295,3.8,36.7044252,6.8563693,2026-05-06 05:23:39,2026-06-04 05:23:39,Salah Bouchaour
3501,CL-0037,User_0037,714,Rima_714,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,8899,4.8,36.6439118,6.6281274,2026-10-31 12:24:47,2026-11-29 12:24:47,Beni Oulbane
3502,CL-1271,User_1271,1407,Dalila_1407,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,10582,3.7,36.9888886,6.4592299,2026-09-01 08:39:25,2026-09-25 08:39:25,Zitouna
3503,CL-1416,User_1416,531,Hakim_531,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,12325,3.2,36.8081951,6.5668371,2026-06-17 08:21:41,2026-06-18 08:21:41,Bin El Ouiden
